PAIS_COD,1-2014,2-2014,3-2014,4-2014,5-2014,6-2014,7-2014,8-2014,9-2014,10-2014,11-2014,12-2014,1-2015,2-2015,3-2015,4-2015,5-2015,6-2015,7-2015,8-2015,9-2015,10-2015,11-2015,12-2015,1-2016,2-2016,3-2016,4-2016,5-2016,6-2016,7-2016,8-2016,9-2016,10-2016,11-2016,12-2016,1-2017,2-2017,3-2017,4-2017,5-2017,6-2017,7-2017,8-2017,9-2017,10-2017,11-2017,12-2017,1-2018,2-2018,3-2018,4-2018,5-2018,6-2018,7-2018,8-2018,9-2018,10-2018,11-2018,12-2018,1-2019,2-2019,3-2019,4-2019,5-2019,6-2019,7-2019,8-2019,9-2019,10-2019,11-2019,12-2019
FRA,55.85483870833414,56.65812147428454,37.59203257943661,45.7771352744085,64.71125370898511,46.79751459819572,36.76892823998906,63.7310787890425,64.45906987803218,74.17582417582418,63.05137986901272,58.425137311836814,55.9926461677625,76.60634732208379,39.90251411809703,45.39439574415784,66.10495777117318,46.00702179213741,39.337362759800996,61.57470499164578,66.65909541896049,72.71428571428572,67.17878689937513,60.78445870711631,62.01081771357858,69.64314382638139,18.634235648933323,45.49593793087558,65.29381204562593,50.514282466429414,38.71859427725864,65.2634892519761,62.41970327593828,40.61232765612327,72.47349151862336,61.33092292702248,57.234636123248016,61.47635773610596,41.48774226087378,50.951138181526474,60.42556197144374,50.28586172203702,36.10814176872498,60.85155041037394,60.68393066810041,42.953616593470784,71.28028919960553,59.664893263924135,63.43175330207657,67.40283987685017,47.467573801638245,51.92394709363035,92.89099526066352,49.11080854367054,41.976476802183804,59.12423874705928,42.75859925409267,7.7094066741737475,38.42198867581945,48.887643751320375,53.89938891268455,65.1594513622454,52.51613450984954,52.73144346974346,92.96482412060305,57.52891319756855,47.780595647497776,61.658732765499956,49.54517372154875,6.834329733323553,44.27869696924574,47.32941371303826
GBR,74.54001071204988,48.6480104250277,36.18823443139662,47.968465321774666,68.76663107175811,58.89108498050986,68.76873843834444,70.35246255760369,80.19060946105076,75.19623233908948,77.33432920630987,66.36670132482939,72.55865373947881,72.03177267326897,37.522880738640836,47.477617318194426,70.4149879252441,56.274673689174854,70.5693283700574,68.45799394319131,81.34760090197678,72.71428571428572,82.33212729536258,66.98612400387948,78.47607694626485,65.40077140144072,12.499087570279492,47.657892254075385,72.1016664929094,62.96127741432329,72.2537250616861,74.32823344418739,70.40878135014385,40.61232765612327,83.17980512275645,66.78954397953947,72.77471302555698,55.88759094318722,36.73716827922571,51.16141473721074,68.18152627890049,60.877910660281294,72.57280247595384,74.63861965240642,70.10145435760826,42.564878797342665,81.81073807177474,67.8630139237418,74.9854017993401,65.25908938541762,49.25642434854213,55.02958579881657,84.8341232227488,59.06309734664223,51.59645725601385,65.86479491241545,54.577207025098026,7.372623156281801,57.24682713414036,50.94423349079753,58.548277684096064,62.17115986440842,52.90578417097693,55.25114155251141,80.90452261306534,67.90334129292684,53.10939383343882,63.41777966007543,58.94279225060678,6.2906272357861654,55.78820485070485,51.61882502879355
GHA,38.04022873715637,16.32317904263804,29.307747187125784,25.335854992216383,33.65358308257582,32.677359713937484,44.494262298391476,42.56568420378905,14.551365511255911,29.670329670329668,28.097307505520067,26.27727481175757,33.4473258388366,16.395676157915517,31.065803831572786,26.078150838851553,34.63323645940738,32.07996436274127,44.64144187007694,34.31847848788638,14.886878171970071,27.85714285714286,27.79837319543202,25.079459315177058,36.32570319846732,17.849996745582658,55.42894291975447,34.4690614108979,35.66585143575241,35.24014103997285,49.36754434953545,38.0822398544438,17.37031337701332,17.2242497972425,30.609293437386743,26.11170020616558,37.308355755012784,19.595071051620703,45.21141374618757,30.183252788256816,29.4467305779417,38.06276663625894,55.96271169022342,34.92676900305577,17.77828939497611,19.78049522952855,34.91778963278129,27.226498474878046,44.44793840781887,28.810202484505965,22.291567764152447,49.965193177862865,27.488151658767755,36.22171988744256,39.767113731440645,57.31007531409853,22.713835283504526,15.747849259500898,30.159481776344343,19.517986555307658,34.87293800081489,28.947048818557793,31.83121525553598,26.392550019446002,19.095477386934668,43.346593085984914,42.4510642972668,56.60816635387912,25.869878333676542,11.978281240441225,28.40487327148913,20.86679516451199
GRC,33.11720915901029,32.06469618064545,35.7687884991148,41.29114523602737,46.93663691621949,33.378989511723965,28.255895395159136,13.532546082949306,37.59664328075765,43.22344322344322,28.1101675878246,23.52197412049629,31.10575565903706,52.86316581213358,39.72561769018182,41.12982805255488,47.4977840943823,31.142071042508572,26.373889791265245,11.65831244778613,39.031802394382815,39.57142857142857,27.40490255931432,23.374622618754017,35.09154346309162,43.25123609096572,51.195649535092606,41.34697916619075,44.73742495573677,32.45306369638074,23.75314672603835,6.372767857142857,37.72942669443028,21.999188969991888,30.053489904656235,24.473780341408872,29.580887416522877,49.269930095941454,21.504549261416567,48.15215091427428,37.72756199507458,32.18787391170885,22.931829576174064,3.125,34.518543610613165,23.473992716860092,30.67621280837521,22.712317998674372,31.352835933096912,46.770334358957264,37.68677780592636,13.02514792899408,87.67772511848338,31.67799773456566,29.29543705459412,38.876454184698375,24.673995331842644,16.360851564647138,22.337922425613968,13.112667791973712,30.537289150961698,47.27137000237014,44.76669021074658,12.165996859830315,83.9195979899498,36.981667009699635,30.67312047352014,38.307410524559366,28.748223626939136,17.123213942398564,24.6332461576364,14.432305138115074
HUN,33.489782594474924,29.140953212884483,29.0479617869853,42.55358658679263,46.34663919464282,39.5787186379384,35.55323569358783,33.66787474398362,43.410095841285056,46.572475143903716,23.23417490989955,30.240171557905548,27.80069438631665,41.38279708070158,41.9463896669779,41.17309071034691,43.55116051078006,36.409126483559284,32.85698388169024,32.80375417710944,43.4618842409354,47.142857142857146,23.57072529866647,26.53961623696726,25.262132564585556,35.9036370335047,35.234582512983884,40.07090638176488,35.919958084783914,33.28017109467991,30.39363899000351,41.93101443512627,36.91197271924742,30.210867802108687,17.197389521679582,21.188933287212855,36.369130148133856,33.05148605416841,33.287301486747836,53.87253736016987,27.700640780561855,35.42202350004619,33.083318297121416,48.29213678478384,38.7803410118786,37.04372173319475,22.320257307352815,23.06696033777181,39.31200156785173,51.34024139022188,41.97950377258722,39.43612948137835,64.9289099526066,24.28213855557727,24.594038253280413,49.80586006558296,28.946053121765438,32.28542735854175,20.083538389144177,13.930797096772146,40.7928458326816,51.67089585885725,43.12180207188563,39.47827089005085,63.31658291457286,31.637432212798387,27.48646266863574,47.41110605754316,31.95799803766709,34.69181807433675,20.818257933349397,14.259651702989881
IND,37.72012646745461,20.089663496904183,40.651245334246774,21.777233790881933,38.65540363884284,42.344120989122345,44.69847309496149,49.51712909626216,9.498375343804181,84.14442700156985,36.63172017640616,34.13539507135566,38.90144674686135,30.05489538442845,37.914640354133624,22.1707382655974,39.8557805567457,40.95601628478439,44.06468685731545,45.775898078529664,9.189118085783619,86.85714285714286,38.440093131269606,34.987231505455455,48.86247525404007,33.77682420318228,34.22465534503746,21.437104541490157,44.91452571603053,51.525363800116224,50.58437388825225,59.805658979178716,17.9094182076377,47.141119221411195,47.03093966734941,47.592695417154786,47.36573760906382,31.73887708757764,44.28788902356047,28.98075799094649,43.05396292030247,51.79357334450446,54.303851617853354,56.76074232140408,16.939878409709035,54.45120462558335,47.36626081366822,47.97758193545216,49.5842949522082,49.45496579177243,5.951305025257399,47.277236338322304,32.227488151658754,47.47958492119772,57.25489066663465,52.03557513906929,34.544584268048396,4.336982982818933,44.63694075568303,34.90165181064042,43.756553986565244,49.683860601277225,9.748832148409544,41.533065410598795,31.155778894472352,45.721079311636196,49.689121098961756,44.33767611587353,38.41909670478549,4.2407650680077715,38.09406210320844,31.186229604317255
IRL,74.75004238038846,38.52046148645988,34.577159671029634,50.192414747748714,71.19143786407852,58.802518232312494,59.18413883815275,44.32447676651306,67.5437744678947,45.81371009942439,61.021459194768376,59.221445583514544,74.93310088438581,62.67928055691468,38.07480833698941,50.06018917830905,72.7455162350852,57.571904907063434,67.10994636268026,42.13646094402674,68.58715514189763,44.71428571428571,66.88103617515382,60.84649643023807,80.25893591262718,53.525763353488315,33.24508992872928,50.0046042132553,71.60647932654197,63.8702346250068,68.36286893061985,44.6062421679198,64.78938109331891,30.210867802108687,69.33592765134348,61.87751345063348,69.41987691239616,42.73706894649989,57.36921597078958,55.50869992504226,70.41890515875122,59.521544643814984,61.81542591804701,42.69779546433958,61.67298728556483,37.951207230976564,67.34675219150307,57.200085948341496,67.59388774906421,49.954976414660635,41.19633721803182,50.0,86.72985781990523,59.453093448090186,39.69990322863229,67.38450871778947,38.194882563626926,35.324790345233836,49.22684591774246,41.42742831192975,54.955592818382655,50.30340529977366,44.04127502509415,50.45662100456621,86.43216080402016,64.52114156307329,44.30364931340859,66.78187790017752,40.21357373025821,35.36176255604811,56.33699732404001,43.746316164421735
IRN,23.965652788125237,23.798299725974832,50.81142516723131,34.55509682051897,31.294152963390708,23.37409278642969,22.462535507187322,13.075996863799281,7.638722057830157,60.361067503924644,16.787322871260073,23.74693518289578,24.508341114654055,34.79490827407466,31.93064273902332,34.85584664613491,36.25716592225395,21.494176843679636,24.55716046542292,9.123720760233919,12.868582795871705,59.57142857142856,17.714166008283655,22.424276994680337,28.066597754693056,32.83567588198119,49.03468546794804,34.92420823752789,37.93069144778838,24.4265345057894,24.835085866575774,20.756428330441487,17.279562759591784,31.670721816707225,18.59279691835473,23.238771502267756,27.67648856799989,33.21573931050362,41.50803081116958,31.318763485239124,32.25265878912603,26.840271841407912,28.002161182866,20.857498812462048,18.366337809919433,33.976970452651365,23.771859794172222,27.0814116813982,31.724318179069094,35.849113799404456,23.407142804231977,40.60650887573965,60.18957345971562,31.058911552808176,44.82842412077197,32.02771631348517,16.8885157459952,47.62965481215542,15.616301974729689,13.629620163784189,27.217780675731305,33.8679431296716,30.16844597118765,56.45823430275269,62.81407035175882,32.44285598527296,36.554273990374,26.728332400514923,14.217372661567493,44.14777010592256,25.690155034667228,12.26628096058397
ISL,68.97632605570482,41.56828589431407,28.812151591362245,50.21663620029072,70.0330547066028,32.91577498676104,53.81110815772259,41.469014016897084,77.7508720881724,5.128205128205128,51.53591655705182,44.82190987609706,70.09928901256563,66.5688791431208,27.6410318990404,50.406568024993476,74.025964558111,32.52172421805112,57.25458422096737,41.113199665831246,80.49875805794672,0.0,53.48158023893318,50.10298827506964,77.11933733808992,63.733657055976984,21.13819537746124,50.75632828727218,74.40716052146061,38.54574207567808,61.033837638885785,53.18206875361481,69.1290811363712,1.38888888888889,57.25373843908327,58.46429135674585,74.01501211887012,52.55853925343441,49.52008659090064,56.574766068245644,70.7518394316595,38.65037728358394,62.618972978375076,51.79125561938062,69.06603134932689,7.064824915876652,58.329648541073574,55.10207305593631,68.96836048795731,51.54654283721874,61.3202195306503,55.02958579881657,91.94312796208528,61.04275464930072,40.25846987327666,67.57759001801502,43.51088655296181,11.921666613581735,55.53437677637021,37.04425002749687,52.06688713870099,48.89277389277389,68.95284830379902,54.337899543378995,90.95477386934674,71.80101358921273,42.54357088923838,66.53851983717202,43.97821139550122,11.46477232369493,58.46948134295695,40.263786176396174
ISR,48.081963004381585,30.527510874322413,33.5909493464076,45.62167811664654,53.98691532471024,29.292128566027177,45.094168115341546,60.69808467741936,63.15546984904511,44.50549450549451,54.78139457608057,80.61519823835094,45.580038555558026,51.46363437580065,34.24357935945462,46.567063173857385,56.792147324055776,31.210907739772264,50.276353366673334,58.54806286549708,62.27950359284849,39.57142857142857,61.947452057746176,81.08617322076381,59.40036039586492,52.463345918536284,26.638735545479364,48.07665510823683,62.394406513304055,44.29353474249331,58.88101452550695,71.27399327646037,60.78685976582312,21.999188969991888,66.82413630055618,83.2967954932266,60.505818410329404,47.66803295712233,46.876898206166096,54.12980933881877,61.30086799563913,45.647748592223564,65.19247960628266,75.52141179898533,65.89008160210868,23.828256417727548,70.50534838916158,84.21618159175361,61.147106813119684,58.449373138393106,42.994627899811896,100.0,91.46919431279622,58.376169998216454,47.757839488572365,61.55004426965738,38.637058622587816,14.924317573241268,65.06901764635894,56.222819677218304,48.53984467958913,57.557441323519456,47.62503190628308,50.45662100456621,91.45728643216086,66.23402839662863,46.98523218806294,58.75533788299149,43.905187967130644,15.334250461313715,68.29983546828059,59.437617344665
ITA,25.51654730682674,39.49689515973599,37.079523382606396,47.30876736961072,47.74510891911073,35.189341476084024,11.924940916853325,23.769601254480285,35.95825399662417,70.5913134484563,59.13726973509583,36.629801159357804,24.590314886814088,53.14249642044243,37.69890275387263,46.777672838421516,49.158943004379495,35.020083882829795,14.96148110161881,24.534904970760234,37.34486069915548,69.28571428571429,62.14706480882952,38.198162567616286,26.39777809174015,48.950019041572666,24.790087531881404,46.85569563209866,49.75215185567977,40.10064033612441,17.920130218568172,24.55647833526123,41.757390988421214,39.10178426601785,62.61132307329061,40.1993206140639,25.319891192709427,42.78984906283851,52.48403812654959,50.65992616604143,44.75543837831368,41.3357307783758,17.995151703581254,21.111818634796574,38.178289557558216,41.252204216519274,61.528198366637945,40.246685736713246,41.45679311563108,53.634829079446455,39.55386465952414,29.71632439958232,93.36492890995258,37.445139617431565,43.285779634675194,42.48570701946762,28.309298336633443,6.338666347505982,33.250421853948076,34.61410549042111,42.69356200078812,53.30558587558248,47.05419336048227,28.071748555954073,93.9698492462312,42.78091387707256,47.16418049906292,45.04624296168209,32.50121343737174,5.6594685803105635,34.09285201587031,38.25748587625416
JOR,52.475663617191174,25.278223387253586,24.460637253043686,44.12598041832902,52.97924572402793,41.85474056534345,46.170046361555926,48.439060099846394,33.1114696586194,20.460491889063313,45.077586910316384,36.16947524582992,45.395135513833964,37.60620153429798,25.803129183400266,42.896455538743474,50.06239863467115,40.287034030835386,44.88754956960708,46.637557435254806,30.965632541024117,26.428571428571423,43.36675225645814,36.10556315054533,51.598575620871685,43.87060091728929,31.637896798079538,43.67802840549583,48.53235970490573,43.28113558590001,43.18086341720814,53.550658497204545,34.377875693963595,12.814274128142744,46.519405478076884,37.08224296853815,45.51921650064622,36.371055129795735,28.83874602278387,49.00445492761787,38.859565819396884,39.202765867590045,40.45427151090209,51.445527511703986,41.88956747217583,16.50442561792923,43.510671242361845,32.79383047646292,49.749448364447,38.468978422973514,25.02334781471942,9.581447963800903,61.6113744075829,40.245023266175316,41.31373932582794,41.84361918321144,34.07240222994634,19.392950663325898,27.726319012318825,21.159423258238274,41.99723093803062,38.098809039685456,23.657061970014674,10.663973034873171,72.86432160804023,54.50246197655357,44.50574012764147,44.07612959893131,38.94480448840915,17.864594022323065,34.36352886048008,24.527586398541075
JPN,74.2790306630021,55.78061337243786,53.95751000957335,55.093023037999785,66.0829281711768,59.80690292856408,54.98413493843543,68.15048163082437,69.4481845978174,80.55991627420198,91.52336860670194,80.69329850610639,72.76880696384231,78.85211899345583,57.025485696286545,55.98510754828386,66.06040521183131,55.06309230154182,55.9046905867481,66.12801535087719,69.77197078659898,78.14285714285714,90.95634920634922,80.34165036483205,73.87810586530061,72.07236734883816,38.001119145409255,55.282328846439334,61.43304150706269,62.56484114958125,55.23597764723728,75.8289503807596,68.06413480744912,42.487834549878336,88.04974878250741,77.0324327785933,69.56598676361423,65.30722521359759,79.32642190274356,57.87403346527021,60.3425121246458,63.8823856342437,53.46845505779709,73.11607051037198,68.27041763035277,46.542642511507864,86.6472435973065,75.06168952759568,69.2298659770583,68.00923442437866,66.74463664068944,42.20936303515489,100.0,50.38153794983143,61.90320032729333,60.96592210625553,50.1487510921149,2.426647665726354,52.14791337601131,62.226959635685475,52.988702124271754,69.2921040318387,74.54115812160254,42.86907797127753,100.0,55.486241136793886,64.95268118690596,60.70327844177389,62.036296213382556,1.9597821312030836,51.17063957384079,64.12774391989029
KEN,34.33708114488091,18.28752909384182,19.900006275066257,35.28001044920833,41.812930423411366,43.49814863320218,48.05791429003436,57.67745135688684,25.467860100315647,25.824175824175825,43.490930477645456,39.13435321317095,25.914620706675887,28.558058386438834,23.35083611757956,32.80006765665401,39.02350303264937,38.949395040864665,42.227038885605104,49.88069131161237,25.593596462719983,24.142857142857142,39.98358830711772,36.15990611641839,30.031329942334867,27.089429152735075,34.01026165631136,32.32429722084369,39.451152573847615,40.912277917567046,42.531343467277814,51.08956284943127,29.1362810302578,10.4014598540146,42.40959142277601,42.24817486470664,32.210452071168994,24.798623396901224,26.66259787250049,32.99310730075584,35.42809846501121,39.84582934128164,45.38736337673973,46.6094888567315,24.985922004844376,13.621662122024516,45.34622538070919,41.19813076120189,45.562258275381204,35.99050539625495,3.2559652044795278,32.91942220675252,30.805687203791464,43.28864828840559,43.6102933797193,42.75513359560124,30.956155560295983,9.296155776122138,42.67732828129469,22.48787989113871,40.1577565008081,37.552888705026994,7.82194497899232,24.266453480834883,22.110552763819097,53.02809355607389,43.97884958660509,43.083135411256094,29.140770709310253,8.029652476208751,47.16922263035068,23.712253230290642
KOR,33.857372397828954,51.010571717237866,31.780920712062745,40.66884019275957,59.99676852353804,40.03665026436981,47.75810770067479,32.427635368663594,63.16006906555227,73.41705913134484,54.06325145153647,57.98260963285593,37.633234874748325,71.9460462256654,43.467637917637916,40.19469967107046,60.215203698206686,38.924608260362305,47.58898651263981,31.88015611946533,61.737669689449355,71.14285714285714,58.82962543991956,56.42903626777205,42.01422328064736,65.78498219516075,25.140398205673417,40.05475245919142,56.464770780317956,43.5020211932642,47.36254329806085,42.852413485637165,62.774517358028056,41.63625304136252,61.139665636369486,54.53258534923439,40.04661510984266,59.31676162514792,36.28380510926404,37.925692586654236,51.56517124985924,43.00265289099189,49.413083683496765,42.45008667802785,62.61087538951689,41.98070466096326,61.2693627999555,55.39281661002308,57.11898701374337,68.95844531024673,73.01544877642851,54.43786982248521,88.62559241706158,48.46066569062681,42.54716153591204,49.271221786383904,42.21261472052171,9.517145335759887,42.74085285935719,57.237225291907436,51.5409301279881,69.08446463806618,77.66835327221847,53.19634703196347,92.96482412060305,48.14852582074019,46.09441883437109,48.6141264990303,50.865308553084304,9.23361120549594,43.042847932329636,62.00572355897015
LBN,10.489041012697996,9.736918382167655,23.636639261639264,46.93410283998745,48.06006624450363,31.6838738101036,34.28200257899078,31.411610343061955,24.390190600516878,30.19361590790162,30.08596286072132,14.417546328876378,15.22343389379918,15.977752005844374,28.782757547463433,47.18860326694903,52.473603061840706,29.80365365149316,36.78452771101617,38.008302005012524,31.852526042005668,25.0,36.40439979410568,22.216236757486477,19.283760107422694,12.665228650001664,65.37486951032993,46.69542939953483,52.36734934158789,33.28389682745751,36.71234484388152,48.5574814439946,32.838613875752465,12.814274128142744,40.630917810684544,30.85237121600023,15.708777490667762,9.754229320369598,27.953012355942008,49.54927444892877,47.02063480199234,34.25265238359479,37.363562907347465,44.52617694805195,29.74949892908156,17.662860372427573,37.38115472168581,29.465735512451648,28.896971471122654,23.585025471692674,35.26947509146198,8.11956143404107,76.7772511848341,37.319419538110196,31.10858289254525,40.579258404607764,31.320268757448805,21.090784885246393,29.002504674842168,17.27771463424532,23.686795079920028,31.26969842130479,20.144100893569803,11.415525114155251,65.82914572864321,47.947280612813955,28.21755745618128,40.296457901035915,34.61115102714106,18.762766581848407,30.19840860923178,19.655975755354937
LTU,43.66193456093218,37.334927551891596,26.435390911158667,40.852253527253296,60.5678458380364,39.221639865956924,41.28306010183337,43.98473502304148,55.131231688344016,31.475667189952897,42.48225271775996,35.60749208039848,42.85747864858851,48.87128983743686,27.88081246554847,40.24846714468691,63.200756027022145,38.087191182160495,39.98495932882324,43.113186612364245,58.446438197380395,28.714285714285708,43.97407467260408,36.866845864495325,48.65570420897153,48.2729204595824,19.284263243143457,39.28709467615107,58.07830690188388,39.30063116466378,40.59523976241621,50.44532906786196,54.61563412384847,18.24817518248175,42.845981820373304,37.33037363980198,43.11067959088824,42.435956039596356,21.66160605693448,44.765837426433876,51.50165082725036,39.21016911784462,40.131377424127024,46.997642369885014,52.73360460406326,24.467835822534607,44.49327515302522,35.774907235587754,50.132471578220525,51.544879124325725,55.41798611727063,56.50887573964497,62.08530805687204,40.60667004244257,29.245363492063632,63.03599998075668,27.014147400497777,26.37016357541711,35.58368653587317,21.3036303376881,41.956050648508835,53.11158364473077,66.14873863153738,56.39269406392694,55.778894472361806,48.533066681283756,35.818166997877015,64.9687423827613,29.835393627476467,25.629450112183818,40.58703942850285,23.307269509122147
LUX,81.94048042157094,46.97069053345637,30.354454361412138,48.43148659979915,63.59495951215551,68.04240394231714,64.84380416401244,77.62320788530467,80.65363905059941,26.89691261119832,61.038257792484856,60.502133378980666,79.5872153235811,64.90394255636915,28.817768128398882,48.5015011199799,63.609185709032204,63.8061198204718,66.61750398587174,79.11138523391813,83.65339879489385,26.000000000000004,65.83695144724557,61.78881144616083,83.23499956049902,63.887024207394546,9.393923326684,47.58875808660253,55.92686003793919,69.34283980585866,67.52765175473571,78.37961791497975,84.0661629674901,21.684914841849153,70.55486920674548,61.03824796424852,78.55910846007355,56.404181588820876,33.09971200087341,54.18855698215583,52.650695472129094,65.32744011880736,69.6751461038412,76.38175243873773,85.2395915186345,39.43323748802403,69.69043411886085,61.757077479347174,73.65729377012806,68.26049882889633,55.809545479520224,52.9585798816568,89.5734597156398,52.253549715944665,55.527635172198494,69.67794003641276,46.003090326709554,51.7341923284008,44.4409182100959,49.44936147357037,57.34469744030806,65.14539856077235,56.845359156142564,54.10958904109589,82.91457286432164,64.89166205195252,59.27191631369529,70.90587406335182,51.82844402375788,51.69468617304333,46.79341435438996,53.0782266781695
LVA,47.75473051318426,31.415495369114282,25.229361947212233,43.338045834978104,57.82583516000032,44.10490572209169,48.90380930308643,52.64584933435739,51.84870350850968,20.98377812663526,33.07717007898168,24.130897963410284,45.906188247085545,45.52258462382928,29.716686072019165,42.18520427688746,55.98330568271992,42.3764242752228,46.80311657832922,48.66110588972431,53.027882271039644,19.0,33.87989597548421,23.201225896023402,42.46363553379553,41.98525811930051,15.980096356242116,42.15117151897853,53.161693013045415,39.44574034546266,39.88817212630308,46.93401171197224,45.58434480508129,12.206001622060018,35.68531593303399,24.862308503686467,35.12541754950116,35.06233900908687,29.643393170756873,48.478669039949736,46.63076882664473,37.53378364990432,36.777994055483425,40.56858123494153,42.369171019103966,17.53649601095653,35.85056460280075,20.242352662927004,42.30195505528398,49.75930130330663,54.63552563173776,54.43786982248521,62.08530805687204,36.684461319929056,39.257996882099846,57.83175448471056,34.289707499089964,19.893137290205434,32.46036822928419,14.382811928102889,37.05730032390987,51.59638325480286,56.42160527893797,55.47945205479452,,48.79772857083611,40.963213522233865,58.565266641164456,38.451569360785214,19.00944875457695,36.64364993633286,18.62787549098674
