PILAR,ARE,AUS,AUT,BEL,BGR,BRA,CAN,CHE,CHL,CHN,COL,CZE,DEU,DNK,EGY,ESP,EST,FIN,FRA,GBR,GHA,GRC,HUN,IND,IRL,IRN,ISL,ISR,ITA,JOR,JPN,KEN,KOR,LBN,LTU,LUX,LVA,MEX,MOR,NGA,NLD,NOR,NZL,POL,PRT,QAT,ROU,SAU,SEN,SVK,SVN,SWE,TUR,USA,VNM,ZAF,ZWE
12-2015,56.32588747572708,52.797548530154536,58.210933594512554,63.904642137097376,19.11927027831783,20.53537492139854,55.01076691296697,77.0887236168395,29.54991917460679,42.24276810770537,22.5203658236017,37.335227977828445,75.27332803619232,62.530632947322296,9.69561584883856,35.51743380212139,42.4235375210374,84.53994500446863,60.78445870711631,66.98612400387948,25.079459315177058,23.374622618754017,26.53961623696726,34.987231505455455,60.84649643023807,22.424276994680337,50.10298827506964,81.08617322076381,38.198162567616286,36.10556315054533,80.34165036483205,36.15990611641839,56.42903626777205,22.216236757486477,36.866845864495325,61.78881144616083,23.201225896023402,27.762305827149827,16.782084523208628,10.674499684931442,68.30080576037388,62.972326587890095,52.56350409395874,24.952145556818373,45.702390342287266,72.38087917623166,22.713115774973808,39.17341265858653,32.81527465097445,22.841137783617487,35.17676851312949,85.24954821183974,26.628370495262605,79.5460699999883,23.734148899296347,32.66220292440898,4.9360880851642746
1-2016,86.07041952994163,71.62475933599744,71.53418372767787,68.22472370641134,30.09388084503287,22.4531009103458,75.2741510948106,87.07736904244655,54.32427092924919,46.322219207949296,24.92434961536512,48.17001350177276,69.1285846121409,74.6104408539753,26.317198601375193,46.7419979659677,70.04532897702369,92.94695469528591,62.01081771357858,78.47607694626485,36.32570319846732,35.09154346309162,25.262132564585556,48.86247525404007,80.25893591262718,28.066597754693056,77.11933733808992,59.40036039586492,26.39777809174015,51.598575620871685,73.87810586530061,30.031329942334867,42.01422328064736,19.283760107422694,48.65570420897153,83.23499956049902,42.46363553379553,23.897848390211653,47.42063741552616,23.225305430500885,81.32454324158721,87.99068558664466,91.02012931134995,40.79951804237996,48.21186028500456,82.53025015299244,31.481914208150233,65.92818531123523,38.7703112980992,31.104118660383218,45.74912534413729,87.39075362320459,38.626638667018206,65.15276216871898,32.84459754130041,51.70560596449409,27.282976053548918
2-2016,79.47930510595012,55.24365520237364,63.632690403346814,60.057196527466964,32.245809763934446,21.89006326453784,57.92496708359123,72.57210547552171,44.009469399945516,47.43370547653858,21.600278338620043,44.30679178884566,68.00840577591407,63.00740986241889,24.083064815969195,62.75586241456449,52.47024768643673,65.12056179616594,69.64314382638139,65.40077140144072,17.849996745582658,43.25123609096572,35.9036370335047,33.77682420318228,53.525763353488315,32.83567588198119,63.733657055976984,52.463345918536284,48.950019041572666,43.87060091728929,72.07236734883816,27.089429152735075,65.78498219516075,12.665228650001664,48.2729204595824,63.887024207394546,41.98525811930051,32.99230549790433,40.63549714039327,0.6467084170513265,74.40061480456868,49.12017331199332,53.11794650658796,37.71184828580597,58.55280801621872,59.814580225624745,21.559146789917325,49.717572747052124,20.460494702560602,34.41746539560269,44.577430309058556,60.71295345601074,40.21060003500584,74.89704098869464,28.06644933450419,44.860012385098855,10.918420878813457
3-2016,22.465345283677692,14.01865620090149,20.657145001006278,22.327177116364755,27.08958241332266,34.33956037770662,17.57543725612187,22.999541739414372,17.278790186251232,30.67333521885468,23.969016188966307,17.61763576695786,14.105853426746586,15.573874576586423,42.832035658009794,31.478082876896703,11.34086426212107,17.343120834787744,18.634235648933323,12.499087570279492,55.42894291975447,51.195649535092606,35.234582512983884,34.22465534503746,33.24508992872928,49.03468546794804,21.13819537746124,26.638735545479364,24.790087531881404,31.637896798079538,38.001119145409255,34.01026165631136,25.140398205673417,65.37486951032993,19.284263243143457,9.393923326684,15.980096356242116,20.48928938772325,33.08308901326765,30.822881929562737,18.3399361191907,27.065862816368746,8.529098864960769,20.40879779762638,26.44599286011929,47.8770258818532,28.49996250710414,15.328367305947458,26.224533977878032,22.49468862711208,34.400034960179234,17.453099708133113,29.43630260458314,15.846887089863518,29.856912752887943,25.510992033267968,59.73999174576971
4-2016,53.146334963905566,49.94761895613291,49.432796505748755,51.92492532505589,39.339495343877886,37.13648388640599,49.29631350419072,53.8370867596339,40.82935033289963,33.99928751856978,29.27916339639738,44.06148408156125,47.063851895640674,49.42825454486922,47.452781805674576,47.475753129819175,46.19388608373952,56.136108100847636,45.49593793087558,47.657892254075385,34.4690614108979,41.34697916619075,40.07090638176488,21.437104541490157,50.0046042132553,34.92420823752789,50.75632828727218,48.07665510823683,46.85569563209866,43.67802840549583,55.282328846439334,32.32429722084369,40.05475245919142,46.69542939953483,39.28709467615107,47.58875808660253,42.15117151897853,38.50624439518734,36.82571521481712,37.89115265247053,52.00704149203936,51.72238502876626,52.20513483077286,41.19119569897158,46.35917636762986,58.11970215822081,31.20424057178851,39.97774432876884,29.388114297354832,43.47117833827061,48.4437988237671,46.881346390023154,42.80398204705269,40.50023324862691,26.047948400391867,35.73172018232812,38.445231063273695
5-2016,65.37585968160386,76.20339849326291,67.18093630154748,88.2220248089001,39.67813610256702,29.49717128097086,70.65611454239465,83.17156707768328,49.83245571582934,47.3353360854831,36.596122310475266,55.65162584388244,68.79788938544452,77.1758838036823,9.121424375185944,54.50521702781806,66.79719259859856,84.58042869081977,65.29381204562593,72.1016664929094,35.66585143575241,44.73742495573677,35.919958084783914,44.91452571603053,71.60647932654197,37.93069144778838,74.40716052146061,62.394406513304055,49.75215185567977,48.53235970490573,61.43304150706269,39.451152573847615,56.464770780317956,52.36734934158789,58.07830690188388,55.92686003793919,53.161693013045415,32.76777535473491,28.005223564803458,19.559230897897148,81.57903192110803,76.29224588125078,75.40561051929033,50.59779289470878,55.201019900791465,71.2063679012173,38.31702182795862,48.01059174587598,35.90591393554776,40.53262936248986,60.60491283600142,72.92801110747605,37.36312305503393,71.98060691723487,34.114166076346166,36.00669835091759,28.673126508387895
6-2016,70.4459316452747,49.803193227110846,59.09239430615143,62.62723491479253,31.214370922870778,38.709469247166446,48.01846669799751,62.509559002902165,45.32713579018399,52.790189013788584,37.30018992922467,53.65882679454204,58.28720122503089,51.91940298174805,25.073606883231964,44.453026790720145,57.379043180459,56.70145655377204,50.514282466429414,62.96127741432329,35.24014103997285,32.45306369638074,33.28017109467991,51.525363800116224,63.8702346250068,24.4265345057894,38.54574207567808,44.29353474249331,40.10064033612441,43.28113558590001,62.56484114958125,40.912277917567046,43.5020211932642,33.28389682745751,39.30063116466378,69.34283980585866,39.44574034546266,39.109491576065594,37.19824106864053,34.58533129054821,65.40773326084398,52.615476373259405,58.37655056329425,44.011079015735724,44.766521702552254,61.774520319545864,33.41929592606136,43.84866935326302,32.086741625854344,43.047505910380586,36.78123710704522,63.91553959422197,42.37827581877212,60.201993749971045,36.2100624584503,51.66621466435169,27.013132575154554
7-2016,80.32506376092634,50.94302615428815,41.48094424524024,49.15724718547759,33.113210396166416,25.319581562686764,65.45657505109811,86.5634394952698,56.1413436416655,53.35362744909962,37.56773325432682,49.44030928215917,57.72800374533293,62.706514002013705,30.98984699486578,36.99743997633861,56.591911557964984,48.16486424346143,38.71859427725864,72.2537250616861,49.36754434953545,23.75314672603835,30.39363899000351,50.58437388825225,68.36286893061985,24.835085866575774,61.033837638885785,58.88101452550695,17.920130218568172,43.18086341720814,55.23597764723728,42.531343467277814,47.36254329806085,36.71234484388152,40.59523976241621,67.52765175473571,39.88817212630308,41.55366164412795,35.27848384810785,49.37872672272529,60.66399547243231,62.18533178758599,67.88319448096816,35.6684356732377,35.87914123215174,80.0493340645436,27.176992638653253,59.72129356902461,37.66823148389264,31.110811237422688,25.899809279192702,53.775569371353576,35.54574118461641,71.52372262419058,38.70349971419573,27.518697012562754,31.901684266403493
8-2016,72.80026990553307,77.66918799402352,64.44377168883747,69.6080194476576,47.649562608444185,36.68130663196452,76.48615227973781,84.40349672257567,70.03742830634278,54.27740023134759,56.45708321283979,64.75749168594564,71.71207767013688,62.800315090611136,33.691922112974744,45.70243216213611,67.4932674233661,86.0579182330827,65.2634892519761,74.32823344418739,38.0822398544438,6.372767857142857,41.93101443512627,59.805658979178716,44.6062421679198,20.756428330441487,53.18206875361481,71.27399327646037,24.55647833526123,53.550658497204545,75.8289503807596,51.08956284943127,42.852413485637165,48.5574814439946,50.44532906786196,78.37961791497975,46.93401171197224,54.10086213128976,42.80019459706959,33.7135055186042,63.34899749373433,82.40917799305957,88.5688982070561,50.649068584923846,33.44543751204935,77.88094033159823,30.471430981299402,57.211508338153074,36.24287581935608,58.72328055716214,28.07886603528051,80.8365264121843,43.25522339502602,86.45691753422017,42.78962128879891,79.7953869047619,19.124674667437823
9-2016,62.8185283015848,60.209832320779206,56.93030055748072,63.758782960263765,42.01393898604035,35.76175873391982,60.51761777083916,74.81297402479296,45.95391115206936,33.26362836510582,27.554246855582363,54.669608534809925,65.09816035163512,71.39514479185478,17.884489544222284,52.14143378295414,61.17622710522096,72.98854899951861,62.41970327593828,70.40878135014385,17.37031337701332,37.72942669443028,36.91197271924742,17.9094182076377,64.78938109331891,17.279562759591784,69.1290811363712,60.78685976582312,41.757390988421214,34.377875693963595,68.06413480744912,29.1362810302578,62.774517358028056,32.838613875752465,54.61563412384847,84.0661629674901,45.58434480508129,36.80065008981615,30.502092259698248,19.64530220114006,69.24943283931853,73.44163991313984,64.7024354145539,39.77107235863029,54.08083877498882,58.09780124088985,35.27148507268136,48.17409778793012,20.14812726065034,52.2069628562893,45.352251555056405,74.276375651078,34.61849344036867,67.86800089090413,24.16811047444537,39.35665108021934,6.671778891008918
10-2016,36.618004866180044,30.160178426601785,29.308596918085968,36.37469586374696,21.390916463909164,35.30008110300081,37.46958637469586,32.20802919708029,72.22222222222223,56.2043795620438,24.239659367396598,31.843065693430656,47.800081103000814,24.655312246553123,26.115166261151664,37.46958637469586,11.96269261962693,21.877534468775345,40.61232765612327,40.61232765612327,17.2242497972425,21.999188969991888,30.210867802108687,47.141119221411195,30.210867802108687,31.670721816707225,1.38888888888889,21.999188969991888,39.10178426601785,12.814274128142744,42.487834549878336,10.4014598540146,41.63625304136252,12.814274128142744,18.24817518248175,21.684914841849153,12.206001622060018,40.49067315490673,22.12084347120843,24.604622871046235,40.906326034063255,25.02027575020276,16.078669910786704,36.98296836982968,24.77696674776967,26.165855636658552,27.91970802919709,37.46958637469586,2.3621248986212504,25.679237631792372,17.883211678832115,29.430251419302515,36.08069748580698,50.64882400648824,36.4963503649635,29.916869424168695,0.7299270072992702
11-2016,73.82090134904537,56.05196024770061,80.82273130295442,76.01851294599773,27.92275154977995,34.24088026015003,60.59666775640407,89.61712654410424,36.58163082503854,47.408178685562056,36.95091537941437,48.756959252902455,86.37422738031258,76.63911075777202,26.63335960673689,51.53322852866464,41.72429148494057,70.0280049095972,72.47349151862336,83.17980512275645,30.609293437386743,30.053489904656235,17.197389521679582,47.03093966734941,69.33592765134348,18.59279691835473,57.25373843908327,66.82413630055618,62.61132307329061,46.519405478076884,88.04974878250741,42.40959142277601,61.139665636369486,40.630917810684544,42.845981820373304,70.55486920674548,35.68531593303399,41.370546317554435,28.833031901236765,21.198435710859645,83.35989981020407,75.13700548005824,58.56205868731224,38.094151350490094,42.565577321408966,71.66689906142238,20.291355224671655,50.522442295515326,30.630655695817968,36.702928710535204,41.08453245725051,82.24024241290975,33.479429865078956,85.6193438914027,23.42012926597105,49.96242717540892,5.88293650793651
12-2016,61.946937679519415,54.206193365014876,61.7399058404025,64.15685946206254,27.68733702022334,17.59175218213044,55.99621749878164,86.79416470801509,26.80019590753251,46.49421662852216,23.26227540344783,35.83101914300151,77.40107298651165,62.96354027803625,9.94258958286911,35.06119026888201,43.486271814258984,83.0242723207351,61.33092292702248,66.78954397953947,26.11170020616558,24.473780341408872,21.188933287212855,47.592695417154786,61.87751345063348,23.238771502267756,58.46429135674585,83.2967954932266,40.1993206140639,37.08224296853815,77.0324327785933,42.24817486470664,54.53258534923439,30.85237121600023,37.33037363980198,61.03824796424852,24.862308503686467,27.39778402673553,18.165209702411595,14.514442381727227,71.26397422209894,64.39345483016682,56.357947451799596,27.10335490271201,40.997799856068106,69.21444571495451,19.44477336510653,35.50986940125916,30.086466062994607,23.852244370698745,38.10249167007909,78.06417905718412,26.635982503543637,80.49549361413803,25.265668334242996,37.54612868526598,3.574610523994928
1-2017,83.46250467971242,68.67060710895366,65.13518821864983,60.05478098428566,27.084194912995013,23.195930831787003,71.6994697573963,83.49176238278321,50.9874643987352,50.05229317864854,20.097164128809787,45.30746627796045,68.22184306004722,69.78719937695352,33.880428453400015,43.679103700263724,65.15091640110256,88.72116774671711,57.234636123248016,72.77471302555698,37.308355755012784,29.580887416522877,36.369130148133856,47.36573760906382,69.41987691239616,27.67648856799989,74.01501211887012,60.505818410329404,25.319891192709427,45.51921650064622,69.56598676361423,32.210452071168994,40.04661510984266,15.708777490667762,43.11067959088824,78.55910846007355,35.12541754950116,20.330011569792138,44.44925069759582,18.46873963280201,78.11162435539629,81.1280493920495,86.77386807734423,35.996198869145736,47.612668003585895,74.73113395696954,30.979935021406217,59.54683099185606,33.90218735302815,30.299147327796646,41.322573537704315,73.60290942736789,35.789899869744694,69.8970652919618,31.29682608943198,33.82763538831219,23.025442487303973
2-2017,66.46796563811763,43.80801172736253,57.26017726522621,49.94434584154869,28.910170522068174,20.420957953275952,52.98334169494937,63.990930719285124,39.74406375874906,41.27138150153738,19.52595378189024,35.47570063664136,58.58650565072134,53.1844963851183,29.85412689043683,55.09138198177599,48.68748025294409,54.5609572815959,61.47635773610596,55.88759094318722,19.595071051620703,49.269930095941454,33.05148605416841,31.73887708757764,42.73706894649989,33.21573931050362,52.55853925343441,47.66803295712233,42.78984906283851,36.371055129795735,65.30722521359759,24.798623396901224,59.31676162514792,9.754229320369598,42.435956039596356,56.404181588820876,35.06233900908687,28.771728092334975,37.04213480521466,0.10440016165042956,65.20284678198529,43.357801580031555,47.13026762407518,37.217773284177035,52.90033473617016,50.720562285339035,21.364008098963534,42.38245511295382,17.661405379328865,32.539810705350504,40.530208601442176,53.25647531168142,33.67093050823716,68.15152555509634,23.477389951689737,32.84387436640202,8.719756836409893
3-2017,37.90245668847513,38.63594981535926,44.85185314764493,44.9681899632464,30.936285298271308,39.891755370959444,43.54604909548269,62.256107305621526,35.43722267550176,51.42161904780666,40.6806333907613,30.441365294059857,37.60353232703018,41.38866110119033,33.222606274333636,49.50637436370713,26.143122731682222,39.03149779686407,41.48774226087378,36.73716827922571,45.21141374618757,21.504549261416567,33.287301486747836,44.28788902356047,57.36921597078958,41.50803081116958,49.52008659090064,46.876898206166096,52.48403812654959,28.83874602278387,79.32642190274356,26.66259787250049,36.28380510926404,27.953012355942008,21.66160605693448,33.09971200087341,29.643393170756873,36.49624956266093,34.28265363535372,36.23523462578329,44.23475259501207,44.97922451353351,28.715994685321512,42.494893336727564,34.179206872885395,51.632715002373814,37.40732141656524,36.3346593809695,23.075014015315247,44.564093770151324,49.02551471025648,44.109091566337995,38.00071496925223,44.78810564793204,36.18404379749636,33.07658125986218,18.578222557766598
4-2017,57.78415410168312,55.56855396734379,53.75369157905176,56.4254165405339,33.1350853762237,34.54662315634393,55.69718382984432,59.512966885738514,49.41886466976187,29.90262298793124,32.45460965080048,61.86845992748086,47.02293516745365,54.30903120222631,44.19527789027592,51.1817594270075,53.411582568215564,61.72581656996367,50.951138181526474,51.16141473721074,30.183252788256816,48.15215091427428,53.87253736016987,28.98075799094649,55.50869992504226,31.318763485239124,56.574766068245644,54.12980933881877,50.65992616604143,49.00445492761787,57.87403346527021,32.99310730075584,37.925692586654236,49.54927444892877,44.765837426433876,54.18855698215583,48.478669039949736,36.872098104649275,40.88436922028796,43.57682278029035,57.82960235066576,57.958699414138664,51.31607178744905,48.2791640082027,50.970882177364594,59.024779057927894,30.5728536052111,40.18500937685243,36.283239048207925,53.88216093675986,60.027865087335336,52.573366450562,16.666025120385196,39.81746504480262,28.068649882933162,34.63196077366164,41.47863048441799
5-2017,67.34702880119167,73.56495551388922,60.51912041117545,76.71707942259295,29.630249392778513,22.059149575961495,72.33458565345374,85.13140844262868,45.740174748261424,45.66324630396615,31.09094005088867,53.001842268426415,68.71218541982432,75.96520228753963,8.915030374708481,50.4663900170836,65.21318922411797,85.1070700123702,60.42556197144374,68.18152627890049,29.4467305779417,37.72756199507458,27.700640780561855,43.05396292030247,70.41890515875122,32.25265878912603,70.7518394316595,61.30086799563913,44.75543837831368,38.859565819396884,60.3425121246458,35.42809846501121,51.56517124985924,47.02063480199234,51.50165082725036,52.650695472129094,46.63076882664473,24.730745800744035,18.483918068088542,13.033501642574066,82.69160246745689,73.06546130934703,74.9890317522562,44.06472236581003,53.345569717541295,65.04147147323658,28.258147694353898,42.86503464485393,28.91807432242872,32.619998919689934,54.491464248148944,71.7027570978773,31.06906834803534,77.61298938237886,25.53563315299932,25.8565891562107,19.370105859954585
6-2017,67.11597069763484,51.12350743455704,59.05647171515871,61.15295520445853,32.068438955636545,39.38999444269157,49.61193964159492,64.96116989294576,47.69584464146837,53.80643112274367,33.72900680074058,53.52584568862187,67.46314805900728,54.14060986829858,26.944614978703942,46.54867299823841,57.93949798597404,59.28561408586214,50.28586172203702,60.877910660281294,38.06276663625894,32.18787391170885,35.42202350004619,51.79357334450446,59.521544643814984,26.840271841407912,38.65037728358394,45.647748592223564,41.3357307783758,39.202765867590045,63.8823856342437,39.84582934128164,43.00265289099189,34.25265238359479,39.21016911784462,65.32744011880736,37.53378364990432,41.11342260747954,40.44700874568816,34.07196773275428,68.04062457781467,50.14966660435703,57.86904481711258,44.75070863812174,47.85133377305228,55.92847420067157,32.88432400330621,44.05533618610851,33.26629394844022,44.582366467307445,38.7943502951732,61.488554830950896,40.94069971998275,68.17484517505233,33.94155484292282,43.06771893022783,23.692094189910268
7-2017,81.68717867397032,51.33717358188639,39.82044274786605,49.269655652226255,27.511970950776746,26.177647675548112,70.7132046852922,88.4316191970949,57.5138141242235,55.687699196620855,34.44802051181046,50.71092218446584,67.14598577692976,59.70530959519473,35.292273334917304,35.78926780033552,57.69144120439738,48.48294554955415,36.10814176872498,72.57280247595384,55.96271169022342,22.931829576174064,33.083318297121416,54.303851617853354,61.81542591804701,28.002161182866,62.618972978375076,65.19247960628266,17.995151703581254,40.45427151090209,53.46845505779709,45.38736337673973,49.413083683496765,37.363562907347465,40.131377424127024,69.6751461038412,36.777994055483425,39.488668949952135,37.05945064511353,45.67170331268716,66.53251714781722,59.125393293988786,69.61965498936742,36.58581183651391,37.8873006996565,79.57130887100574,23.718096192840743,57.21377520410297,35.363887932359376,32.88086929214623,25.63895517765816,55.34528232541132,36.572854457561746,76.85203275511357,40.32108935099964,26.006613010660512,24.30905649654079
8-2017,72.91267096873715,77.39518906338759,63.162506917102505,68.03581987865076,43.414286387631975,35.49982186930716,79.48680302540596,83.35764113337643,72.62480932058138,55.408962973301215,51.15693283432254,63.8398381642867,76.10260603367222,64.68957360041918,44.15723981900452,45.69571666079019,67.14497206225147,87.53270014299426,60.85155041037394,74.63861965240642,34.92676900305577,3.125,48.29213678478384,56.76074232140408,42.69779546433958,20.857498812462048,51.79125561938062,75.52141179898533,21.111818634796574,51.445527511703986,73.11607051037198,46.6094888567315,42.45008667802785,44.52617694805195,46.997642369885014,76.38175243873773,40.56858123494153,50.67559891089303,44.24286956915633,30.751670204795204,66.71047855330943,80.03760791904175,87.91746243952126,46.31523807075278,30.832967583886703,72.06369610781375,27.77681417846859,52.102454836829835,32.94130654884331,57.21925745822806,31.666000972067145,78.22457873009344,40.793578357916594,90.08103875291376,43.44070604640457,54.65171317652935,18.945455586080584
9-2017,67.47991693629957,62.12386528430237,57.26817096462937,61.37149257157442,38.586517154840166,34.4597871261697,61.11219507848501,74.7745468353664,45.772789180509754,34.31874046980801,25.61990101308015,51.860093575485905,66.19249875162616,71.00743777217221,18.65791863043308,49.48265931166272,60.487857780013066,72.58697796258888,60.68393066810041,70.10145435760826,17.77828939497611,34.518543610613165,38.7803410118786,16.939878409709035,61.67298728556483,18.366337809919433,69.06603134932689,65.89008160210868,38.178289557558216,41.88956747217583,68.27041763035277,24.985922004844376,62.61087538951689,29.74949892908156,52.73360460406326,85.2395915186345,42.369171019103966,35.576822649387154,29.33835919129198,12.182597571867111,71.86902218763392,72.80298687568158,63.66205319347332,38.7908164069301,54.543385000545335,59.28619026171426,31.564810052165484,44.261811666298115,19.217447835932724,49.577563644380284,46.21458524088052,74.8892954923526,35.03253022602207,70.93857890245003,19.179349428408056,33.26268145625739,2.521403082678242
10-2017,42.38831983712524,31.67352231107338,31.732447434808503,43.30481589025761,26.687167320907893,38.03455496164315,38.274325555022585,34.85203341306364,26.460448900414626,76.6628766344514,24.872647667370614,38.616012157955666,50.48665410165181,28.014102905802915,28.530249915561857,39.37098027082323,19.72813440504459,23.805242216305388,42.953616593470784,42.564878797342665,19.78049522952855,23.473992716860092,37.04372173319475,54.45120462558335,37.951207230976564,33.976970452651365,7.064824915876652,23.828256417727548,41.252204216519274,16.50442561792923,46.542642511507864,13.621662122024516,41.98070466096326,17.662860372427573,24.467835822534607,39.43323748802403,17.53649601095653,43.11766750517814,25.702675870036792,26.86957858568667,46.20375396851297,26.14852217815458,19.48581036442944,39.45400284833315,26.64127507626089,28.006570991707967,30.807423319400982,38.2126917489371,8.438365911102213,33.56078685899984,25.102583257876308,30.91500245763848,37.07547151263883,71.02691890463161,42.4080880532094,31.179983802419624,4.483942583044124
11-2017,72.73611508202909,58.462904211495484,82.17553336750545,76.39420001082574,28.14435688697583,37.94048916921445,62.42453998065096,91.39100917511206,41.69242939195006,49.335735147498006,36.762107795441736,52.07207107158206,84.1572257187016,76.11088711271968,26.79845200994139,52.23541886826211,44.12295164562008,69.4116843592605,71.28028919960553,81.81073807177474,34.91778963278129,30.67621280837521,22.320257307352815,47.36626081366822,67.34675219150307,23.771859794172222,58.329648541073574,70.50534838916158,61.528198366637945,43.510671242361845,86.6472435973065,45.34622538070919,61.2693627999555,37.38115472168581,44.49327515302522,69.69043411886085,35.85056460280075,42.25211049566912,33.07551491489351,23.859261095137697,84.45731205438746,74.5020536875573,60.59948780532151,37.509424752120594,44.55347910798261,64.69180363074963,16.60292758848843,48.894158724426056,26.464210130257836,38.93145563773275,45.29809941897068,82.86806440136371,33.162910495317576,88.81295384727547,24.15957231457856,49.07477848154221,6.02586713697825
