PILAR,ARE,AUS,AUT,BEL,BGR,BRA,CAN,CHE,CHL,CHN,COL,CZE,DEU,DNK,EGY,ESP,EST,FIN,FRA,GBR,GHA,GRC,HUN,IND,IRL,IRN,ISL,ISR,ITA,JOR,JPN,KEN,KOR,LBN,LTU,LUX,LVA,MEX,MOR,NGA,NLD,NOR,NZL,POL,PRT,QAT,ROU,SAU,SEN,SVK,SVN,SWE,TUR,USA,VNM,ZAF,ZWE
12-2017,60.98519576973586,52.794232721983754,60.39436689359611,63.23795201562101,25.24563635564872,20.603025875520256,56.63621283683826,86.8313910899851,28.15558489778741,48.36239146628902,23.06443693662675,37.751111615869675,79.72824048418238,62.53969222372117,14.51745765887431,33.36474018331469,41.915837034604635,81.08010093528945,59.664893263924135,67.8630139237418,27.226498474878046,22.712317998674372,23.06696033777181,47.97758193545216,57.200085948341496,27.0814116813982,55.10207305593631,84.21618159175361,40.246685736713246,32.79383047646292,75.06168952759568,41.19813076120189,55.39281661002308,29.465735512451648,35.774907235587754,61.757077479347174,20.242352662927004,27.88431891677526,18.53913472023542,12.042380170458985,74.99032769161909,63.6653638271635,56.71110758433821,26.986572926469353,42.87333614321724,63.17091288732235,15.520487193529501,35.58432148581429,28.29293806799191,23.386173824141643,37.3674689238964,78.28962391174282,25.763091330815254,85.75475404887257,25.122670053902965,37.41223950407123,1.13211729685224
1-2018,68.96195185325028,69.85975592355119,66.12410434809628,63.645307882693906,37.763813645820065,43.6255171832316,71.25708823823867,74.25179744525933,55.403018169618456,49.97683136565797,43.39544638457093,48.48554612617415,67.0081838947644,70.75754593604762,37.73913972611666,54.196108696250256,63.372957575505815,82.48115103676659,63.43175330207657,74.9854017993401,44.44793840781887,31.352835933096912,39.31200156785173,49.5842949522082,67.59388774906421,31.724318179069094,68.96836048795731,61.147106813119684,41.45679311563108,49.749448364447,69.2298659770583,45.562258275381204,57.11898701374337,28.896971471122654,50.132471578220525,73.65729377012806,42.30195505528398,40.33014350143777,48.30241667747073,24.179968081357785,75.07337161509214,70.87511175512073,80.44899610513289,40.928146505257224,52.28480823135887,60.146170051080986,46.445738356104165,59.310137789495734,41.16953430714935,40.95650572031608,51.04286657825188,70.01145286122363,40.779559406936,75.93797541670764,39.027263712986766,49.87646939054852,27.536191028577345
2-2018,71.97924256885942,53.27653911214238,62.669739112063525,68.06852105289992,39.333730505317575,31.63385803187858,57.64857846382479,76.87618765896023,51.28063317159143,58.18841320669677,31.261818905645583,63.32979857610836,70.53284149466893,63.134701095230284,45.394010889790245,66.7089470843039,53.44410137633837,63.69875531134204,67.40283987685017,65.25908938541762,28.810202484505965,46.770334358957264,51.34024139022188,49.45496579177243,49.954976414660635,35.849113799404456,51.54654283721874,58.449373138393106,53.634829079446455,38.468978422973514,68.00923442437866,35.99050539625495,68.95844531024673,23.585025471692674,51.544879124325725,68.26049882889633,49.75930130330663,46.415493461023296,50.62759614915924,18.004749106056508,75.00038085758302,46.86581041839582,50.74671941163438,52.61243372388899,61.16203979178904,59.90565946696381,40.47766589082289,58.6158454554034,26.766909233920387,50.66169288092158,51.5293465193796,63.6882671397595,51.28529568825411,69.69899705003397,37.71285440957084,47.348951553287904,20.573648286736105
3-2018,73.03798911635138,51.498160286824465,49.561787559702225,43.277530285981285,42.54820117313269,29.213542798125598,43.679485102407725,56.932769662674914,38.356137149199824,42.77288406510968,26.314591838699954,42.56854750447946,49.441893673440426,62.6181014105406,19.369890531941984,48.855127832274604,58.36915221925857,57.90979718716371,47.467573801638245,49.25642434854213,22.291567764152447,37.68677780592636,41.97950377258722,5.951305025257399,41.19633721803182,23.407142804231977,61.3202195306503,42.994627899811896,39.55386465952414,25.02334781471942,66.74463664068944,3.2559652044795278,73.01544877642851,35.26947509146198,55.41798611727063,55.809545479520224,54.63552563173776,23.484251260744372,22.337854483004143,2.2303921568627447,53.807856283998525,59.210561946315806,52.105643473195755,34.482483600226395,45.44298236036802,48.36800354105382,40.123802256615036,31.9546084006339,6.646641892687919,45.423326912620915,43.147069815649935,64.79623426311923,25.905413266693966,48.949916961663234,22.505739603524873,27.860362935149322,5.45196682627625
4-2018,55.32544378698225,54.73372781065089,54.73372781065089,55.917159763313606,70.58823529411765,20.179690219282982,54.43786982248521,50.0,58.875739644970416,52.82544378698225,52.74973894883398,54.73372781065089,52.9585798816568,52.071005917159766,54.19117647058824,37.95683954054995,56.80473372781065,51.77514792899408,51.92394709363035,55.02958579881657,49.965193177862865,13.02514792899408,39.43612948137835,47.277236338322304,50.0,40.60650887573965,55.02958579881657,100.0,29.71632439958232,9.581447963800903,42.20936303515489,32.91942220675252,54.43786982248521,8.11956143404107,56.50887573964497,52.9585798816568,54.43786982248521,63.01775147928994,38.844413505046994,58.221371388792214,52.071005917159766,57.98816568047337,53.55029585798817,52.071005917159766,31.19561434041072,49.29081099895579,70.58823529411765,51.77514792899408,8.32796728158719,51.18343195266272,52.071005917159766,54.43786982248521,41.268273581622,54.441350504698924,22.406891750783153,51.203880960668286,0.0
5-2018,61.6113744075829,91.94312796208528,89.09952606635072,85.30805687203788,63.9810426540284,63.50710900473933,90.52132701421802,93.83886255924172,84.36018957345973,74.88151658767774,80.56872037914688,75.82938388625588,85.78199052132702,84.36018957345973,46.919431279620845,97.15639810426536,71.56398104265404,87.2037914691943,92.89099526066352,84.8341232227488,27.488151658767755,87.67772511848338,64.9289099526066,32.227488151658754,86.72985781990523,60.18957345971562,91.94312796208528,91.46919431279622,93.36492890995258,61.6113744075829,100.0,30.805687203791464,88.62559241706158,76.7772511848341,62.08530805687204,89.5734597156398,62.08530805687204,71.09004739336488,56.398104265402836,19.90521327014216,88.15165876777252,91.94312796208528,88.62559241706158,73.45971563981038,87.2037914691943,76.30331753554502,63.50710900473933,67.77251184834124,27.488151658767755,70.14218009478674,81.5165876777251,89.09952606635072,73.45971563981038,73.93364928909952,65.40284360189575,8.05687203791467,0.0
6-2018,56.66047420428585,62.41217381430264,53.41671830112897,54.582715669929314,28.975333628784615,32.4195031766542,61.162831163667164,72.18468294754801,43.383381477486864,43.21564364377846,35.68831495432033,45.54264127887771,64.33736415558286,64.67055734207327,23.759082185498077,37.76223853284276,49.01734679889656,70.19364073665162,49.11080854367054,59.06309734664223,36.22171988744256,31.67799773456566,24.28213855557727,47.47958492119772,59.453093448090186,31.058911552808176,61.04275464930072,58.376169998216454,37.445139617431565,40.245023266175316,50.38153794983143,43.28864828840559,48.46066569062681,37.319419538110196,40.60667004244257,52.253549715944665,36.684461319929056,34.00091852575418,20.386943245377623,20.80308512342028,65.84770045343326,60.67567484505722,60.06303657614184,34.77425440844971,42.28141735910132,51.603379548246565,28.169682787062797,45.7033272172476,31.565476190218973,35.09435250067516,44.59142969588007,65.01487595817596,21.986630168314075,74.28043668730304,23.693032630668625,34.64522565650742,30.640806555866018
7-2018,67.36570635335002,55.06890961411817,48.18530744516352,44.65470145823333,27.402284236674966,29.5804477847132,46.19974690916519,54.71222318065288,55.02098712618022,52.29748750664141,31.51282903361,36.911206198274165,57.41799392250462,48.32209194992003,48.515485512695605,39.67281433886765,49.942270591583636,53.44023311784098,41.976476802183804,51.59645725601385,39.767113731440645,29.29543705459412,24.594038253280413,57.25489066663465,39.69990322863229,44.82842412077197,40.25846987327666,47.757839488572365,43.285779634675194,41.31373932582794,61.90320032729333,43.6102933797193,42.54716153591204,31.10858289254525,29.245363492063632,55.527635172198494,39.257996882099846,39.85779013506695,38.14081270330061,37.79841206949513,57.059204869962855,46.586723452099775,56.3906342664939,33.469307739502696,41.8265185596069,62.18113758119897,29.449218700787295,52.4502266019022,36.147229124652874,29.96193062951186,45.028826953258736,51.33694505752504,36.19419508781788,62.113907559685046,35.96557252692935,41.45763274139773,31.668869120496193
8-2018,53.57089329666849,54.241001923151,56.16208958289749,61.73381240036817,47.25080851158745,37.645655235821295,66.32707653895916,76.46063425647863,50.62030907972166,62.97518014676348,46.27610102691878,58.26405612121273,71.94936426882298,61.07576220248017,44.65637080710314,53.50821817221844,70.01870353646517,58.60312684373052,59.12423874705928,65.86479491241545,57.31007531409853,38.876454184698375,49.80586006558296,52.03557513906929,67.38450871778947,32.02771631348517,67.57759001801502,61.55004426965738,42.48570701946762,41.84361918321144,60.96592210625553,42.75513359560124,49.271221786383904,40.579258404607764,63.03599998075668,69.67794003641276,57.83175448471056,48.10957549880357,42.64563349833244,44.29046639312842,70.65386853463669,61.11754875120034,64.66397502613792,47.623840932429175,56.91562894942281,53.49634659916845,50.28549562057296,45.51959716994754,45.31114434016285,53.28502860278497,41.229029288503384,69.04515443031192,45.311247784574775,73.36395588262859,47.6267542105634,38.617587229051416,29.889998909778413
9-2018,38.500832485006256,41.265592028972605,36.20220515602137,39.9036419750557,31.316304590642567,26.1725181809579,47.81344165865718,53.88304613803135,38.259726294097,40.02232903461153,28.100357007833324,35.308061850355486,41.867782879745285,55.02798237849719,25.158520079833252,35.261247456877896,41.33190284427701,53.238441667951186,42.75859925409267,54.577207025098026,22.713835283504526,24.673995331842644,28.946053121765438,34.544584268048396,38.194882563626926,16.8885157459952,43.51088655296181,38.637058622587816,28.309298336633443,34.07240222994634,50.1487510921149,30.956155560295983,42.21261472052171,31.320268757448805,27.014147400497777,46.003090326709554,34.289707499089964,23.50555393326923,29.590415392540642,13.692442411938579,45.33934584391424,42.67573741488889,42.67111646721363,26.837570567160107,30.735472293476494,45.257492730498626,21.82490618491684,33.69240205629231,24.573160186919445,29.665511319301295,27.092935733258127,54.2297747659134,20.64748610528754,61.50828392210052,21.204961614568145,53.97930765694633,12.598083576781837
10-2018,47.29363869970753,3.56285367836208,27.41095251475611,46.76773647139949,23.969413249564365,0.059790121184972046,7.54373251721787,29.33929902958748,18.56528454820695,3.4354385410324104,22.749007204124148,36.08872721665324,10.086060599301478,20.52855342950139,41.215697417187535,7.340466604059002,25.213381527941035,16.676291474231164,7.7094066741737475,7.372623156281801,15.747849259500898,16.360851564647138,32.28542735854175,4.336982982818933,35.324790345233836,47.62965481215542,11.921666613581735,14.924317573241268,6.338666347505982,19.392950663325898,2.426647665726354,9.296155776122138,9.517145335759887,21.090784885246393,26.37016357541711,51.7341923284008,19.893137290205434,10.173326053294058,21.24220749685053,33.50241660359746,54.347510370753255,18.246542871344147,10.517155112628743,13.661016949152543,19.777613135726327,17.978744352007354,25.873383961551763,55.45762711864407,15.854530356868002,33.79766310991318,26.795586349647017,24.923762465520916,6.5720820659240085,1.9392559672583474,49.66990797698091,29.221985214538897,8.01347531867263
11-2018,45.88150219879067,48.97809129674791,43.91776391611026,46.99137545010535,30.71981738576628,42.837491003844384,49.49413073663574,52.471837140296266,32.89772741006443,40.79633313126461,32.62273651208409,41.492636405432634,63.93006985699952,56.278470609369066,21.72778810782047,35.110191495827266,40.71363002667133,56.99611701523523,38.42198867581945,57.24682713414036,30.159481776344343,22.337922425613968,20.083538389144177,44.63694075568303,49.22684591774246,15.616301974729689,55.53437677637021,65.06901764635894,33.250421853948076,27.726319012318825,52.14791337601131,42.67732828129469,42.74085285935719,29.002504674842168,35.58368653587317,44.4409182100959,32.46036822928419,36.36985275237155,19.647158262022163,33.37103040699452,60.08167721896665,51.49337178292875,52.60633501141021,37.24462374267266,38.61791015843076,43.9069343896483,25.36578092902448,27.272635182445313,23.100926348237667,33.515966742756035,38.79221574631778,60.47742037043218,27.88672672145595,71.76987028803676,24.157442445547996,42.961656623429725,42.00681134471702
12-2018,35.828745223051406,43.382813378909916,49.846742851972955,49.05167556436497,18.205335009665216,25.02388469819651,52.306172726147594,73.91611387025732,18.88294135204904,45.28408640841469,15.185028759164313,25.676017165790494,64.34939457503572,50.687498759323674,20.52827436923483,28.848736167174494,21.217651841676705,54.732326416698164,48.887643751320375,50.94423349079753,19.517986555307658,13.112667791973712,13.930797096772146,34.90165181064042,41.42742831192975,13.629620163784189,37.04425002749687,56.222819677218304,34.61410549042111,21.159423258238274,62.226959635685475,22.48787989113871,57.237225291907436,17.27771463424532,21.3036303376881,49.44936147357037,14.382811928102889,21.638466451723257,14.240171450992493,14.502633773239584,57.651002013180005,42.89161241276637,38.15723120681868,17.203208521932574,28.97235083146937,34.026408730534584,13.506112230502398,29.846712473268546,11.318078944554138,17.187886470850877,26.204784498480315,62.81015904698651,18.36768618544552,75.75092319936851,14.000709721707803,27.030011661170974,6.542856395177665
1-2019,58.109864422521724,55.05185411487269,54.13437316729675,48.36962467371407,42.51241457465632,38.27888903930468,56.72693781447259,56.56603695222991,45.82436095946729,44.06580603833632,37.91648733924388,38.90654122367918,55.82959461009407,58.01793475482695,35.74418108473299,46.46539183042986,47.396820343351706,60.44466770378845,53.89938891268455,58.548277684096064,34.87293800081489,30.537289150961698,40.7928458326816,43.756553986565244,54.955592818382655,27.217780675731305,52.06688713870099,48.53984467958913,42.69356200078812,41.99723093803062,52.988702124271754,40.1577565008081,51.5409301279881,23.686795079920028,41.956050648508835,57.34469744030806,37.05730032390987,40.630412294912496,42.01093156515741,19.97566612378202,59.657333908809235,59.03471691115524,58.08772576578419,37.69765455527071,45.80612018838057,42.14898673656322,41.34080410175706,48.71717222012068,31.47202007086925,41.781780838513136,44.433140735745056,57.62865831778405,40.612409707401646,55.58484479341438,34.434231742860185,55.37492151147199,22.28844517850574
2-2019,74.72389554367527,54.109192887437004,62.26708658301922,67.24404012914445,39.04471597718843,31.54088524856754,56.81669408606994,75.36982296919253,51.89543564419547,58.25058553214247,32.87026267332181,60.29398907321401,67.71555697078996,63.4757244358089,46.935873832636965,67.03010776686658,52.45553552732916,64.31413951036471,65.1594513622454,62.17115986440842,28.947048818557793,47.27137000237014,51.67089585885725,49.683860601277225,50.30340529977366,33.8679431296716,48.89277389277389,57.557441323519456,53.30558587558248,38.098809039685456,69.2921040318387,37.552888705026994,69.08446463806618,31.26969842130479,53.11158364473077,65.14539856077235,51.59638325480286,43.945000116070936,52.16912528517539,19.316431114258464,77.61553554812492,47.10319121589181,48.894992012539824,52.86385343498472,58.78407756895948,61.34414854271482,39.33032515844443,59.327869925885665,30.4131278919893,48.653334310289516,49.36366942870637,60.45997055012316,52.30296894329486,65.5534442189412,41.32745271897082,46.31657894077708,20.290286207532123
3-2019,79.45508104018316,54.03076306197504,46.762956681544075,46.27179287032597,48.38951320137478,31.684757646467613,46.64109866838815,61.90110632548128,44.2084763996266,52.22948332712775,32.60910741228046,47.858304005150764,53.50405538605063,67.99716957458702,18.28856333554395,56.01389574940795,65.80806236877191,64.90325268488678,52.51613450984954,52.90578417097693,31.83121525553598,44.76669021074658,43.12180207188563,9.748832148409544,44.04127502509415,30.16844597118765,68.95284830379902,47.62503190628308,47.05419336048227,23.657061970014674,74.54115812160254,7.82194497899232,77.66835327221847,20.144100893569803,66.14873863153738,56.845359156142564,56.42160527893797,28.891259477737595,27.95154594130124,10.6591449076419,58.09033748460071,62.880382725051774,60.08377536273391,50.92405334207099,52.406942167917556,53.794606291809245,48.054792680454156,41.14844725043834,16.23300342516984,50.821222809847626,48.90048176141799,70.70562606012477,32.39098608193651,57.04292146074374,45.23269562714087,32.57166819057274,9.961089941148376
4-2019,55.02283105022831,53.881278538812786,54.337899543378995,54.5662100456621,37.88009737406911,9.269262348213125,53.65296803652968,50.91324200913242,54.5662100456621,51.53191305475131,42.217996917448104,54.5662100456621,53.42465753424658,51.369863013698634,52.68138801261829,37.65178687178601,57.305936073059364,51.598173515981735,52.73144346974346,55.25114155251141,26.392550019446002,12.165996859830315,39.47827089005085,41.533065410598795,50.45662100456621,56.45823430275269,54.337899543378995,50.45662100456621,28.071748555954073,10.663973034873171,42.86907797127753,24.266453480834883,53.19634703196347,11.415525114155251,56.39269406392694,54.10958904109589,55.47945205479452,61.63555305878455,36.51023436037048,41.90037883698486,52.73972602739726,54.5662100456621,53.42465753424658,53.42465753424658,28.852109531423302,48.26498422712934,39.83946242599715,51.141552511415526,4.051251026316926,53.881278538812786,52.96803652968037,53.881278538812786,40.84597323653544,54.171888279100585,17.873759416907944,44.256226322688455,23.124900969419357
5-2019,49.74874371859298,86.43216080402016,86.43216080402016,82.41206030150752,58.793969849246274,61.306532663316624,86.93467336683419,94.47236180904525,77.88944723618094,74.87437185929647,86.43216080402016,71.35678391959803,81.90954773869349,82.41206030150752,38.190954773869336,94.9748743718593,69.34673366834173,83.41708542713569,92.96482412060305,80.90452261306534,19.095477386934668,83.9195979899498,63.31658291457286,31.155778894472352,86.43216080402016,62.81407035175882,90.95477386934674,91.45728643216086,93.9698492462312,72.86432160804023,100.0,22.110552763819097,92.96482412060305,65.82914572864321,55.778894472361806,82.91457286432164,,65.32663316582918,49.74874371859298,9.547738693467334,85.42713567839199,85.42713567839199,79.89949748743717,68.34170854271356,84.92462311557787,76.38190954773873,57.788944723618116,65.82914572864321,28.140703517587923,65.82914572864321,77.88944723618094,88.9447236180905,73.86934673366838,67.33668341708541,63.31658291457286,19.597989949748744,0.0
6-2019,69.77755211657478,68.22105030130979,63.378794687757996,63.27174585987192,40.694536633316325,24.521206523204945,73.97641975883909,80.64695744069225,52.38210246719556,51.43539605648924,43.015755921634806,48.70232213984311,69.2591535810209,76.1218677289726,33.26745846114583,47.39839705300086,56.379638098530386,82.1280695105638,57.52891319756855,67.90334129292684,43.346593085984914,36.981667009699635,31.637432212798387,45.721079311636196,64.52114156307329,32.44285598527296,71.80101358921273,66.23402839662863,42.78091387707256,54.50246197655357,55.486241136793886,53.02809355607389,48.14852582074019,47.947280612813955,48.533066681283756,64.89166205195252,48.79772857083611,40.72644211163598,31.51000128150053,23.787522193319294,75.60945497410032,69.7434457345475,64.007659893306,38.82073049494587,49.70209726627816,64.13925671830498,32.76221064904286,59.596439161759776,40.397460705183704,38.27784460014191,51.32322276133942,73.11038556840623,29.012044780359545,74.47510068177797,32.01737396192652,35.050612576465085,40.9049939794219
7-2019,71.8966128661415,62.966370752563364,56.132825428298986,48.47455139071461,33.889426152880006,31.393303857310165,50.57287328590537,56.71225176361545,58.98588853352761,53.6413731943453,32.24040742536319,38.247989501591135,60.03754823696268,56.626739469011056,50.89096058627523,47.087291505917776,48.62702617373126,58.21795066613358,47.780595647497776,53.10939383343882,42.4510642972668,30.67312047352014,27.48646266863574,49.689121098961756,44.30364931340859,36.554273990374,42.54357088923838,46.98523218806294,47.16418049906292,44.50574012764147,64.95268118690596,43.97884958660509,46.09441883437109,28.21755745618128,35.818166997877015,59.27191631369529,40.963213522233865,42.80696908131342,49.6671260203323,41.66373880731004,65.1812915580459,47.55552530540687,65.17632613167493,38.26395374169332,44.293223687219424,61.16036775688706,35.12584025875224,57.69571444392185,40.381680801414475,30.70048774226672,47.991388777010116,56.22600446236472,38.48031262269257,62.10647249309719,41.0702663036217,43.289073929360335,23.9855295678951
8-2019,56.78315650056258,54.22533171995926,51.049434554947695,62.96497657121863,51.89464629132924,40.95650427509093,63.22982983336167,74.64799470087047,48.74916276855304,61.46167323977427,46.836286830181166,57.560863855588245,69.48728515090228,61.37641489251448,50.60336039264425,56.11848516628108,69.7050967108913,57.97461053960519,61.658732765499956,63.41777966007543,56.60816635387912,38.307410524559366,47.41110605754316,44.33767611587353,66.78187790017752,26.728332400514923,66.53851983717202,58.75533788299149,45.04624296168209,44.07612959893131,60.70327844177389,43.083135411256094,48.6141264990303,40.296457901035915,64.9687423827613,70.90587406335182,58.565266641164456,49.98244821946741,45.44470658893542,45.798083211521266,69.90405162319443,59.72239756125207,59.7424717561407,45.23895728675351,53.55361064592077,56.61935688636415,49.244861667897545,49.023884991177624,44.12035559494027,53.828739446001755,40.781371339077204,63.429744507128845,47.370010648317354,66.78761384329954,50.96083272943748,35.679868478038436,31.402570697419108
9-2019,46.78793273719374,45.99091290355778,42.66582482757274,45.395527571046664,34.02858824957869,31.272764351718806,53.198390395879485,58.68601142184166,44.0012873945819,44.2500303673706,33.15707452009121,38.421172501643795,46.94818408884531,59.067481482038616,31.029939930522897,41.704135202743245,41.22435052271382,60.04843975694105,49.54517372154875,58.94279225060678,25.869878333676542,28.748223626939136,31.95799803766709,38.41909670478549,40.21357373025821,14.217372661567493,43.97821139550122,43.905187967130644,32.50121343737174,38.94480448840915,62.036296213382556,29.140770709310253,50.865308553084304,34.61115102714106,29.835393627476467,51.82844402375788,38.451569360785214,27.040323376582357,33.603334476806694,14.720644100119452,52.69734814844149,47.80978950641739,48.206813628489215,30.525921379241986,35.77814182600168,56.27057568654641,28.09592344642577,38.61500772328998,20.254935886433657,34.03697799189121,32.477064468358165,58.46714588843304,27.24529130258841,64.33494847895987,28.05403328636479,58.31795387473834,20.011155895825944
10-2019,40.83782174676138,2.731361579947061,26.81156994890261,47.187305541367586,22.748636926344723,0.057972437484923534,6.940420614004865,28.637219359526775,18.360561409515093,2.76262817851377,21.972951698326014,35.361651425903204,9.39572114676989,20.026172042135133,42.517909313280484,6.70240303707573,24.23544481981242,16.358331862636664,6.834329733323553,6.2906272357861654,11.978281240441225,17.123213942398564,34.69181807433675,4.2407650680077715,35.36176255604811,44.14777010592256,11.46477232369493,15.334250461313715,5.6594685803105635,17.864594022323065,1.9597821312030836,8.029652476208751,9.23361120549594,18.762766581848407,25.629450112183818,51.69468617304333,19.00944875457695,9.722768191780228,21.208379484797774,33.02256367113591,54.125249458028456,16.910082530950948,10.280453408279106,13.369713506139153,19.453633545863287,16.402732820576528,25.54147315572054,53.6493860845839,10.338816206935231,33.97311503483319,27.471418620768308,27.734133549424577,6.304672093366626,1.1333036053580827,51.5246456819978,9.495796488212342,3.608669454766552
11-2019,53.152818979800685,51.064584692633474,47.405020876819655,49.636579968134846,35.90015238262189,35.64561906025321,52.002254182132226,51.50483733181904,36.21429341322634,40.39705481397555,36.042065009290624,45.717833713260546,62.59986216922192,61.42950996609534,32.10300003745125,37.71524094694826,45.03835792707744,60.92247085006231,44.27869696924574,55.78820485070485,28.40487327148913,24.6332461576364,20.818257933349397,38.09406210320844,56.33699732404001,25.690155034667228,58.46948134295695,68.29983546828059,34.09285201587031,34.36352886048008,51.17063957384079,47.16922263035068,43.042847932329636,30.19840860923178,40.58703942850285,46.79341435438996,36.64364993633286,38.10505847472311,26.871949330028595,37.6349988087793,63.57490409319678,53.89462121550537,53.479647328732696,39.54704523683182,39.706979447833106,47.640762720793205,36.390644557565295,34.24361673218381,26.23292005532859,36.472356967783796,39.819399350649356,63.03152202923545,29.315181910456296,70.41371075288758,29.85665996717826,45.40045221828759,41.32643398268398
12-2019,40.928275788143644,46.533767791755594,54.12110506220092,52.76776850506999,22.843909193893573,26.98708941312262,49.75018524129963,77.50772665802229,22.11053420684062,49.55065053187452,17.00978925088338,26.671746295379535,64.78713112140869,57.41001556638897,27.016796217736626,33.83027192899413,21.507731146575512,57.01341354325771,47.32941371303826,51.61882502879355,20.86679516451199,14.432305138115074,14.259651702989881,31.186229604317255,43.746316164421735,12.26628096058397,40.263786176396174,59.437617344665,38.25748587625416,24.527586398541075,64.12774391989029,23.712253230290642,62.00572355897015,19.655975755354937,23.307269509122147,53.0782266781695,18.62787549098674,24.592124581496833,17.111275882280232,16.33479395351736,62.950707678054265,46.639252427883996,39.43121831437376,20.64502123395973,31.60215230594958,37.84144381796909,18.028768146809092,38.96569874059699,11.964066227887697,17.878136007393078,28.320214953836,64.51316785808545,20.92972142670025,73.76553330587569,21.643749074799583,30.51820514616228,9.400226925698348
